id1	id	type	modified	rightsHolder	accessRights	collectionID	datasetID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	informationWithheld	materialSampleID	occurrenceID	catalogNumber	recordNumber	recordedBy	sex	lifeStage	preparations	disposition	associatedMedia	organismID	eventDate	continent	waterBody	country	countryCode	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	identifiedBy	dateIdentified	identificationQualifier	typeStatus	scientificNameID	scientificName	kingdom	class	order	family	genus	specificEpithet	infraspecificEpithet	verbatimTaxonRank	nomenclaturalCode	items
urn:uuid:2dcf86c2-230d-5d8a-8bea-9a48fa69b9cf	urn:uuid:46cd64a4-85da-4ba5-86f1-e439a5832b95	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:46cd64a4-85da-4ba5-86f1-e439a5832b95	urn:uuid:46cd64a4-85da-4ba5-86f1-e439a5832b95	NHMO-BI-100129/1-B	N12-U3-D2	Bergseth, Sara	Unknown		Blood	Existing		urn:uuid:2dcf86c2-230d-5d8a-8bea-9a48fa69b9cf	2018-06-17	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Bergseth, Sara	2018-06-17				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:6f20fbc3-c2be-5c7b-a5bb-b809e747c33c	urn:uuid:bba550d2-8452-4451-b7f9-4926622862e8	PhysicalObject	2019-01-31T18:28:40	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:bba550d2-8452-4451-b7f9-4926622862e8	urn:uuid:bba550d2-8452-4451-b7f9-4926622862e8	NHMO-BI-10013/1-B	AJ194	Johnsen, Arild	Male		Blood	Existing		urn:uuid:6f20fbc3-c2be-5c7b-a5bb-b809e747c33c	2006-06-07	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Johnsen, Arild	2006-06-07				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood, gDNA
urn:uuid:d997e611-5984-55ab-b00e-0c7126e901c4	urn:uuid:2d15b1a9-c287-4db3-bf21-b417fea1f6a5	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:2d15b1a9-c287-4db3-bf21-b417fea1f6a5	urn:uuid:2d15b1a9-c287-4db3-bf21-b417fea1f6a5	NHMO-BI-100130/1-B	N12-U4-D2	Bergseth, Sara	Unknown		Blood	Existing		urn:uuid:d997e611-5984-55ab-b00e-0c7126e901c4	2018-06-17	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Bergseth, Sara	2018-06-17				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:48273318-7144-530a-abab-941c9b186892	urn:uuid:6e881294-6208-4fad-ab0a-4fae7e810f51	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:6e881294-6208-4fad-ab0a-4fae7e810f51	urn:uuid:6e881294-6208-4fad-ab0a-4fae7e810f51	NHMO-BI-100131/1-B	N12-U1-D6	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:48273318-7144-530a-abab-941c9b186892	2018-06-21	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-21				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:0e712a52-2952-5ced-b754-64b6f2b397bc	urn:uuid:1eb4e685-8334-4435-8c6b-a8c5b547c8e9	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:1eb4e685-8334-4435-8c6b-a8c5b547c8e9	urn:uuid:1eb4e685-8334-4435-8c6b-a8c5b547c8e9	NHMO-BI-100132/1-B	N12-U2-D6	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:0e712a52-2952-5ced-b754-64b6f2b397bc	2018-06-21	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-21				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:639e6b40-8bce-5233-ac0d-2935f06f1e4f	urn:uuid:bee468a5-cb80-409f-b863-5a0968e3ed56	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:bee468a5-cb80-409f-b863-5a0968e3ed56	urn:uuid:bee468a5-cb80-409f-b863-5a0968e3ed56	NHMO-BI-100133/1-B	N12-U3-D6	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:639e6b40-8bce-5233-ac0d-2935f06f1e4f	2018-06-21	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-21				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:2b2b2634-2119-5425-85a7-9a3db9bf0234	urn:uuid:417a6267-df7d-439e-a521-33b7c642f9a8	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:417a6267-df7d-439e-a521-33b7c642f9a8	urn:uuid:417a6267-df7d-439e-a521-33b7c642f9a8	NHMO-BI-100134/1-B	N12-U4-D6	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:2b2b2634-2119-5425-85a7-9a3db9bf0234	2018-06-21	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-21				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:09d1852c-bbd2-5711-b8eb-b3c19a5987cd	urn:uuid:5c845fb7-211e-4aea-94a6-2f25ad5802b0	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:5c845fb7-211e-4aea-94a6-2f25ad5802b0	urn:uuid:5c845fb7-211e-4aea-94a6-2f25ad5802b0	NHMO-BI-100135/1-B	N13-U1-D3	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:09d1852c-bbd2-5711-b8eb-b3c19a5987cd	2018-06-15	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-15				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:e83dcc3b-a908-56ff-8e1d-eac2ac755d0f	urn:uuid:ee627fac-2128-44a0-b18c-b083dab9c390	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:ee627fac-2128-44a0-b18c-b083dab9c390	urn:uuid:ee627fac-2128-44a0-b18c-b083dab9c390	NHMO-BI-100136/1-B	N13-U2-D3	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:e83dcc3b-a908-56ff-8e1d-eac2ac755d0f	2018-06-15	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-15				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:c518b3c1-604f-52b1-a4ab-1926b2ccee85	urn:uuid:aebc00c2-eee0-4d1e-a197-4eeb1e21d171	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:aebc00c2-eee0-4d1e-a197-4eeb1e21d171	urn:uuid:aebc00c2-eee0-4d1e-a197-4eeb1e21d171	NHMO-BI-100137/1-B	N13-U3-D3	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:c518b3c1-604f-52b1-a4ab-1926b2ccee85	2018-06-15	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-15				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:0c935680-c779-5965-8a43-7165094e274b	urn:uuid:1ad2435a-badb-41c4-8d2c-b62799f36355	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:1ad2435a-badb-41c4-8d2c-b62799f36355	urn:uuid:1ad2435a-badb-41c4-8d2c-b62799f36355	NHMO-BI-100138/1-B	N13-U4-D3	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:0c935680-c779-5965-8a43-7165094e274b	2018-06-15	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-15				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:9d6344ad-dbba-56f1-bd71-ea2411e74767	urn:uuid:9388ccf9-f369-4518-93fc-dc2e84a3b03d	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:9388ccf9-f369-4518-93fc-dc2e84a3b03d	urn:uuid:9388ccf9-f369-4518-93fc-dc2e84a3b03d	NHMO-BI-100139/1-B	N13-U5-D3	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:9d6344ad-dbba-56f1-bd71-ea2411e74767	2018-06-15	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-15				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:975376c8-bd63-5b0f-abf5-9d8ce60b0ab5	urn:uuid:90853d73-7288-4beb-904a-e92cc05e6419	PhysicalObject	2020-05-08T17:02:38	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:90853d73-7288-4beb-904a-e92cc05e6419	urn:uuid:90853d73-7288-4beb-904a-e92cc05e6419	NHMO-BI-10014/1-B	AJ195	Johnsen, Arild	Male		Blood	Existing		urn:uuid:975376c8-bd63-5b0f-abf5-9d8ce60b0ab5	2006-06-08	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Johnsen, Arild	2006-06-08				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood,  gDNA,Fixed sperm cells
urn:uuid:2a30d25a-68a0-5275-a3d5-adc6029d4b4f	urn:uuid:c37b240d-252a-46aa-8ad6-3dab80d6785e	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:c37b240d-252a-46aa-8ad6-3dab80d6785e	urn:uuid:c37b240d-252a-46aa-8ad6-3dab80d6785e	NHMO-BI-100140/1-B	N13-U6-D3	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:2a30d25a-68a0-5275-a3d5-adc6029d4b4f	2018-06-15	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-15				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:5ac0f5e6-0df1-5c14-8f29-8bd87f4b7731	urn:uuid:1e0d74a9-71ab-42eb-ab9e-20763173734a	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:1e0d74a9-71ab-42eb-ab9e-20763173734a	urn:uuid:1e0d74a9-71ab-42eb-ab9e-20763173734a	NHMO-BI-100141/1-B	N13-U1-D7	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:5ac0f5e6-0df1-5c14-8f29-8bd87f4b7731	2018-06-19	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-19				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:a9d9df2a-525e-593d-a91e-2de391962f9e	urn:uuid:270fc054-44ca-4eb6-be19-8b53afe2ce23	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:270fc054-44ca-4eb6-be19-8b53afe2ce23	urn:uuid:270fc054-44ca-4eb6-be19-8b53afe2ce23	NHMO-BI-100142/1-B	N13-U2-D7	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:a9d9df2a-525e-593d-a91e-2de391962f9e	2018-06-19	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-19				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:09dbb593-0891-57fc-a48d-9a2d189fbb26	urn:uuid:d7a36f3b-d1af-4a2e-ac4c-3213106d0b71	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:d7a36f3b-d1af-4a2e-ac4c-3213106d0b71	urn:uuid:d7a36f3b-d1af-4a2e-ac4c-3213106d0b71	NHMO-BI-100143/1-B	N13-U3-D7	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:09dbb593-0891-57fc-a48d-9a2d189fbb26	2018-06-19	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-19				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:0f1bcbc9-6454-5e82-bbb9-45af92ce7c9b	urn:uuid:a9652fbf-3219-48aa-89b8-234eb0ea2366	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:a9652fbf-3219-48aa-89b8-234eb0ea2366	urn:uuid:a9652fbf-3219-48aa-89b8-234eb0ea2366	NHMO-BI-100144/1-B	N13-U4-D7	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:0f1bcbc9-6454-5e82-bbb9-45af92ce7c9b	2018-06-19	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-19				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:aa5b8785-f847-5c99-b444-6be0abc2679f	urn:uuid:c55cddfa-247b-4846-98b9-0e0e9f6e1f4f	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:c55cddfa-247b-4846-98b9-0e0e9f6e1f4f	urn:uuid:c55cddfa-247b-4846-98b9-0e0e9f6e1f4f	NHMO-BI-100145/1-B	N13-U5-D7	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:aa5b8785-f847-5c99-b444-6be0abc2679f	2018-06-19	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-19				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:7e900315-500c-54e1-b99f-b9d24bceebd8	urn:uuid:63b41fd2-19e3-4ae3-9b2d-a6894ccfa4e7	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:63b41fd2-19e3-4ae3-9b2d-a6894ccfa4e7	urn:uuid:63b41fd2-19e3-4ae3-9b2d-a6894ccfa4e7	NHMO-BI-100146/1-B	N13-U6-D7	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:7e900315-500c-54e1-b99f-b9d24bceebd8	2018-06-19	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-19				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:c677b50f-566a-5448-bad9-2f420dc2717d	urn:uuid:50ef34cd-a8a5-4c9a-bda9-d09f6e32c64a	PhysicalObject	2019-05-16T15:36:22	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:50ef34cd-a8a5-4c9a-bda9-d09f6e32c64a	urn:uuid:50ef34cd-a8a5-4c9a-bda9-d09f6e32c64a	NHMO-BI-100147/1-B	N15-U1-D3	Bergseth, Sara	Unknown		Blood	Existing		urn:uuid:c677b50f-566a-5448-bad9-2f420dc2717d	2018-06-16	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Bergseth, Sara	2018-06-16				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
