id1	id	type	modified	rightsHolder	accessRights	collectionID	datasetID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	informationWithheld	materialSampleID	occurrenceID	catalogNumber	recordNumber	recordedBy	sex	lifeStage	preparations	disposition	associatedMedia	organismID	eventDate	continent	waterBody	country	countryCode	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	identifiedBy	dateIdentified	identificationQualifier	typeStatus	scientificNameID	scientificName	kingdom	class	order	family	genus	specificEpithet	infraspecificEpithet	verbatimTaxonRank	nomenclaturalCode	items
urn:uuid:90ef2367-0909-5ca7-9039-30b45beb82da	urn:uuid:c8aa4604-d0db-40fa-9e92-8a5a50e72441	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:c8aa4604-d0db-40fa-9e92-8a5a50e72441	urn:uuid:c8aa4604-d0db-40fa-9e92-8a5a50e72441	NHMO-BI-100060/1-B	N5-U4-D6	Johnsen, Arild	Unknown		Blood	Existing		urn:uuid:90ef2367-0909-5ca7-9039-30b45beb82da	2018-06-21	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Johnsen, Arild	2018-06-21				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:b10d78d0-ce0d-5ca5-9e87-5d5dc97e4672	urn:uuid:daa4e055-19d1-493f-b2ea-73987c5e4513	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:daa4e055-19d1-493f-b2ea-73987c5e4513	urn:uuid:daa4e055-19d1-493f-b2ea-73987c5e4513	NHMO-BI-100061/1-B	N5-U5-D6	Johnsen, Arild	Unknown		Blood	Existing		urn:uuid:b10d78d0-ce0d-5ca5-9e87-5d5dc97e4672	2018-06-21	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Johnsen, Arild	2018-06-21				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:885e0ed5-af14-57ec-a71f-da1752bf2484	urn:uuid:5b83c65a-fa7f-4091-ab57-62d19c9cef5b	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:5b83c65a-fa7f-4091-ab57-62d19c9cef5b	urn:uuid:5b83c65a-fa7f-4091-ab57-62d19c9cef5b	NHMO-BI-100062/1-B	N6-U1-D2	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:885e0ed5-af14-57ec-a71f-da1752bf2484	2018-06-18	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-18				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:6064b431-6ec9-5c33-875d-33045acebf76	urn:uuid:ab3430a1-6f8b-44fa-bd65-eda230a646d5	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:ab3430a1-6f8b-44fa-bd65-eda230a646d5	urn:uuid:ab3430a1-6f8b-44fa-bd65-eda230a646d5	NHMO-BI-100063/1-B	N6-U2-D2	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:6064b431-6ec9-5c33-875d-33045acebf76	2018-06-18	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-18				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:9b8686a7-cf0f-5d3e-bf7a-fe55ab1206f7	urn:uuid:d83afd99-21c0-4b5c-bf4e-035872a397bd	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:d83afd99-21c0-4b5c-bf4e-035872a397bd	urn:uuid:d83afd99-21c0-4b5c-bf4e-035872a397bd	NHMO-BI-100064/1-B	N6-U3-D2	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:9b8686a7-cf0f-5d3e-bf7a-fe55ab1206f7	2018-06-18	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-18				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:00cf733c-c668-5cf9-9b37-216e3b992b5b	urn:uuid:ab2873d9-4dff-402f-a4da-a6697e35f969	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:ab2873d9-4dff-402f-a4da-a6697e35f969	urn:uuid:ab2873d9-4dff-402f-a4da-a6697e35f969	NHMO-BI-100065/1-B	N6-U4-D2	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:00cf733c-c668-5cf9-9b37-216e3b992b5b	2018-06-18	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-18				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:cad4e8f8-1f15-5974-b3e6-b704f22d428e	urn:uuid:f55cb0cb-de84-4a64-bd4b-0711f0fbc7be	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:f55cb0cb-de84-4a64-bd4b-0711f0fbc7be	urn:uuid:f55cb0cb-de84-4a64-bd4b-0711f0fbc7be	NHMO-BI-100066/1-B	N6-U5-D2	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:cad4e8f8-1f15-5974-b3e6-b704f22d428e	2018-06-18	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-18				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:1308bbc8-5706-5752-b76f-6357c1050883	urn:uuid:039325c2-397c-435e-922a-551d50860501	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:039325c2-397c-435e-922a-551d50860501	urn:uuid:039325c2-397c-435e-922a-551d50860501	NHMO-BI-100067/1-B	N6-U6-D2	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:1308bbc8-5706-5752-b76f-6357c1050883	2018-06-18	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-18				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:4b998e6f-363a-59da-b93d-49ac5242322e	urn:uuid:8b3ef5e7-dc2d-4a62-b20a-1fac0cd133a5	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:8b3ef5e7-dc2d-4a62-b20a-1fac0cd133a5	urn:uuid:8b3ef5e7-dc2d-4a62-b20a-1fac0cd133a5	NHMO-BI-100068/1-B	N6-U1-D6	Bergseth, Sara	Unknown		Blood	Existing		urn:uuid:4b998e6f-363a-59da-b93d-49ac5242322e	2018-06-22	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Bergseth, Sara	2018-06-22				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:f824e6a8-709b-576b-9ac9-e1e669abc377	urn:uuid:c348d208-4315-4d27-971f-704f5aa3af37	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:c348d208-4315-4d27-971f-704f5aa3af37	urn:uuid:c348d208-4315-4d27-971f-704f5aa3af37	NHMO-BI-100069/1-B	N6-U2-D6	Bergseth, Sara	Unknown		Blood	Existing		urn:uuid:f824e6a8-709b-576b-9ac9-e1e669abc377	2018-06-22	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Bergseth, Sara	2018-06-22				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:73490b9c-aa11-5af5-a358-a8b68702b435	urn:uuid:3e5e18f3-5527-4f4c-81ca-7cadefec9976	PhysicalObject	2019-01-31T18:28:40	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:3e5e18f3-5527-4f4c-81ca-7cadefec9976	urn:uuid:3e5e18f3-5527-4f4c-81ca-7cadefec9976	NHMO-BI-10007/1-B	AJ189	Johnsen, Arild	Unknown	Pullus	Blood	Existing		urn:uuid:73490b9c-aa11-5af5-a358-a8b68702b435	2006-06-30	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Johnsen, Arild	2006-06-30				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood, gDNA
urn:uuid:caa309b0-6d79-50b9-bfeb-5e932d814e69	urn:uuid:82d7c00f-b6a2-4823-bf8a-0303c4b33df5	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:82d7c00f-b6a2-4823-bf8a-0303c4b33df5	urn:uuid:82d7c00f-b6a2-4823-bf8a-0303c4b33df5	NHMO-BI-100070/1-B	N6-U3-D6	Bergseth, Sara	Unknown		Blood	Existing		urn:uuid:caa309b0-6d79-50b9-bfeb-5e932d814e69	2018-06-22	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Bergseth, Sara	2018-06-22				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:33ff05a2-ee81-5796-9415-9dda95f1159d	urn:uuid:9a183182-0e81-4024-9906-449aa24dbb9f	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:9a183182-0e81-4024-9906-449aa24dbb9f	urn:uuid:9a183182-0e81-4024-9906-449aa24dbb9f	NHMO-BI-100071/1-B	N6-U4-D6	Bergseth, Sara	Unknown		Blood	Existing		urn:uuid:33ff05a2-ee81-5796-9415-9dda95f1159d	2018-06-22	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Bergseth, Sara	2018-06-22				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:91ad6cae-6554-54b5-9f3d-27377272cb44	urn:uuid:309beb22-9d94-468e-a43d-66b86227315e	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:309beb22-9d94-468e-a43d-66b86227315e	urn:uuid:309beb22-9d94-468e-a43d-66b86227315e	NHMO-BI-100072/1-B	N6-U5-D6	Bergseth, Sara	Unknown		Blood	Existing		urn:uuid:91ad6cae-6554-54b5-9f3d-27377272cb44	2018-06-22	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Bergseth, Sara	2018-06-22				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:83d600d6-f53a-5fe1-8028-47a3af07a571	urn:uuid:17199b72-57fe-4a77-9da5-0006dfe4c3ea	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:17199b72-57fe-4a77-9da5-0006dfe4c3ea	urn:uuid:17199b72-57fe-4a77-9da5-0006dfe4c3ea	NHMO-BI-100073/1-B	N6-U6-D6	Bergseth, Sara	Unknown		Blood	Existing		urn:uuid:83d600d6-f53a-5fe1-8028-47a3af07a571	2018-06-22	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Bergseth, Sara	2018-06-22				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:4f222bcd-9835-5904-a603-83f37d3a44ed	urn:uuid:c6503d58-378c-4b97-9cbd-e8c6275ee6db	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:c6503d58-378c-4b97-9cbd-e8c6275ee6db	urn:uuid:c6503d58-378c-4b97-9cbd-e8c6275ee6db	NHMO-BI-100074/1-B	N7-U1-D3	Bergseth, Sara	Unknown		Blood	Existing		urn:uuid:4f222bcd-9835-5904-a603-83f37d3a44ed	2018-06-16	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Bergseth, Sara	2018-06-16				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:7c2b76bd-f524-55d3-bfbe-5dc3148a5a36	urn:uuid:47adcf47-fd0d-492d-92a0-617721cc3852	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:47adcf47-fd0d-492d-92a0-617721cc3852	urn:uuid:47adcf47-fd0d-492d-92a0-617721cc3852	NHMO-BI-100075/1-B	N7-U2-D3	Bergseth, Sara	Unknown		Blood	Existing		urn:uuid:7c2b76bd-f524-55d3-bfbe-5dc3148a5a36	2018-06-16	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Bergseth, Sara	2018-06-16				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:55ea3000-02f1-5537-8596-4d0ca3510e18	urn:uuid:c5ce55e5-5069-4149-a068-1cf76e4ec224	PhysicalObject	2019-05-16T15:37:58	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:c5ce55e5-5069-4149-a068-1cf76e4ec224	urn:uuid:c5ce55e5-5069-4149-a068-1cf76e4ec224	NHMO-BI-100076/1-T	N7-U1-D3	Sørheim, Vivian	Unknown		Egg (tissue sample)	Existing		urn:uuid:55ea3000-02f1-5537-8596-4d0ca3510e18	2018-06-16	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-16				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Egg (tissue sample)
urn:uuid:311f557e-607a-5e92-ab85-8d92d42fca12	urn:uuid:ca3cef52-b7c7-4c7e-abf8-b73e151b2bc1	PhysicalObject	2019-05-16T15:37:58	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:ca3cef52-b7c7-4c7e-abf8-b73e151b2bc1	urn:uuid:ca3cef52-b7c7-4c7e-abf8-b73e151b2bc1	NHMO-BI-100077/1-T	N7-U2-D3	Sørheim, Vivian	Unknown		Egg (tissue sample)	Existing		urn:uuid:311f557e-607a-5e92-ab85-8d92d42fca12	2018-06-16	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-16				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Egg (tissue sample)
urn:uuid:68de93de-ea27-51cc-ac66-8cfac49c46e9	urn:uuid:6fa0ced6-c32f-4b47-9fb5-40a832369415	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:6fa0ced6-c32f-4b47-9fb5-40a832369415	urn:uuid:6fa0ced6-c32f-4b47-9fb5-40a832369415	NHMO-BI-100078/1-B	N7-U1-D7	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:68de93de-ea27-51cc-ac66-8cfac49c46e9	2018-06-20	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-20				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
urn:uuid:97729918-3ab1-50c9-a9d8-473ac1e70bd1	urn:uuid:9b108c67-ff1c-4a10-88e0-5ba7ea5e981d	PhysicalObject	2019-05-16T15:37:07	Natural History Museum, University of Oslo, Norway	Samples in the NHMO Bird collection are available for loans to the general scientific community, on the conditions set out in the Grant policy of the NHMO DNA Bank (see http://www.nhm.uio.no/english/research/infrastructure/dna-bank/). However, juridical or other limitations may apply to samples, which will have to be clarified before such samples can be loaned. To search the collection directly, go to https://nhmo-birds.collectionexplorer.org/.	http://grbio.org/cool/wes0-t2ie	urn:uuid:eed9945f-3269-441a-af05-c9eed530ee62	NHMO	BI	NHMO	MaterialSample		urn:uuid:9b108c67-ff1c-4a10-88e0-5ba7ea5e981d	urn:uuid:9b108c67-ff1c-4a10-88e0-5ba7ea5e981d	NHMO-BI-100079/1-B	N7-U2-D7	Sørheim, Vivian	Unknown		Blood	Existing		urn:uuid:97729918-3ab1-50c9-a9d8-473ac1e70bd1	2018-06-20	Europe		Norway	NO	Oppland	Øystre Slidre	Øvre Heimdalen			61.416667	8.866667	WGS84	4000		Sørheim, Vivian	2018-06-20				Luscinia svecica svecica (Linnaeus, 1758)	Animalia	Aves	Passeriformes	Muscicapidae	Luscinia	svecica	svecica		ICZN	Blood
